OWNER_NAME,Borough,Latitude,Longitude
"UXONA IBERICA, SOCIEDAD LIMITADA",MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
SOHO THC 2910 LLC,MANHATTAN,40.725616,-74.005253
"STEEL LUX TRUMP2911, INC.",MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
3002 TRUMP SOHO CONDO LLC,MANHATTAN,40.725616,-74.005253
"MEKHAIL, FARED",MANHATTAN,40.725616,-74.005253
"MIRZA, ATHER",MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
SOHO 3006 CORP.,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
RIVA RIDGE LTD,MANHATTAN,40.725616,-74.005253
"HO, REN HUA",MANHATTAN,40.725616,-74.005253
"CHUNG, HAEWON",MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
TS UNIT 3103 LLC,MANHATTAN,40.725616,-74.005253
"PETERS HOLDINGS, LLC",MANHATTAN,40.725616,-74.005253
SOHO 3105 LLC,MANHATTAN,40.725616,-74.005253
SOHO 3106 LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
SOHO 3108 LLC,MANHATTAN,40.725616,-74.005253
SOHO 3109 LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
SOHO 3111 LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
HEAVEN FRYTL - NEW YORK - LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
A ROOM WITH A VIEW 3205 LLC,MANHATTAN,40.725616,-74.005253
SOHO 3206 CORP.,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
"RUBY COVE, LLC,",MANHATTAN,40.725616,-74.005253
"TOPAZ VALLEY, LLC.",MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
SOHO 3211 LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
"ELR TRUMP SOHO, LLC",MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
A ROOM WITH A VIEW 3309 LLC,MANHATTAN,40.725616,-74.005253
"MT TRUMP SOHO 3310, LLC",MANHATTAN,40.725616,-74.005253
"ADULAMY, JOSEPH",MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
SOHO 3406 CORP.,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
FAMEXNY LLC,MANHATTAN,40.725616,-74.005253
SOHO 3411 LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
ANATOMY HOLDINGS LLC,MANHATTAN,40.725616,-74.005253
"MAYART I NY, LLC",MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
"MAYART, I, LLC",MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
"246 SPRING STREET NY, LLC",MANHATTAN,40.725616,-74.005253
ALPHA PARTICLE HOLDINGS LLC,MANHATTAN,40.725616,-74.005253
SOHO 3510 LLC,MANHATTAN,40.725616,-74.005253
"246 SPRING STREET NY, LLC",MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
"COLARIZI, SIMONA",MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
"246 SPRING STREET NY, LLC",MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
AGEA LLC,MANHATTAN,40.725616,-74.005253
SOHO 2304 CORP.,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
MURCIELAGO ROCK LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
"ASHLEY SOHO, LLC",MANHATTAN,40.725616,-74.005253
"ASHLEY SOHO, LLC",MANHATTAN,40.725616,-74.005253
SOHO 38 LLC,MANHATTAN,40.725616,-74.005253
"246 SPRING STREET NY, LLC",MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
SOHO 3908 LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
SOHO 3910 LLC,MANHATTAN,40.725616,-74.005253
"246 SPRING STREET NY, LLC",MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
M K ENTERPRISES LP,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
"DOLINA PROPERTIES, INC.",MANHATTAN,40.725616,-74.005253
"CHAMPION HERITAGE OF NEW YORK, INC.",MANHATTAN,40.725616,-74.005253
"ASTUTE PRECISION OF NEW YORK, INC,",MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
"SS SOHO 4103, LLC",MANHATTAN,40.725616,-74.005253
"SS SOHO 4104, LLC",MANHATTAN,40.725616,-74.005253
TS 4105 LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
"SORANINVEST, INC.",MANHATTAN,40.725616,-74.005253
CET EJENDOMME APS,MANHATTAN,40.725616,-74.005253
"SS SOHO 4111,LLC",MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
UNIT 4303 SOHO LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253
"BOWERY DREAM, LLC",MANHATTAN,40.721891,-73.993445
79 CROSBY STREET LLC,MANHATTAN,40.722954,-73.99772
MERCER I LLC (THE),MANHATTAN,40.724697,-73.998694
METRO SIXTEEN HOTEL I LLC,MANHATTAN,40.726022,-73.99194
NEW YORK UNIVERSITY,MANHATTAN,40.728281,-73.995501
NEW YORK UNIVERSITY,MANHATTAN,40.729113,-73.997507
NEW YORK UNIVERSITY,MANHATTAN,40.730236,-74.000274
NEW YORK UNIVERSITY,MANHATTAN,40.729744,-73.996399
NEW YORK UNIVERSITY,MANHATTAN,40.729651,-73.995068
NEW YORK UNIVERSITY,MANHATTAN,40.730925,-73.995364
NEW YORK UNIVERSITY,MANHATTAN,40.731913,-73.996587
NEW YORK UNIVERSITY,MANHATTAN,40.732083,-73.995966
NEW YORK UNIVERSITY,MANHATTAN,40.731984,-73.995732
NEW YORK UNIVERSITY,MANHATTAN,40.731918,-73.995576
NEW YORK UNIVERSITY,MANHATTAN,40.731885,-73.995497
NEW YORK UNIVERSITY,MANHATTAN,40.731819,-73.995342
NEW YORK UNIVERSITY,MANHATTAN,40.731408,-73.999307
NEW YORK UNIVERSITY,MANHATTAN,40.73127,-73.999423
NEW YORK UNIVERSITY,MANHATTAN,40.731822,-73.998957
UNAVAILABLE OWNER,MANHATTAN,40.73236,-73.998889
UD-DEV ASSOCIATES LLC,MANHATTAN,40.73183,-73.989836
NEW YORK UNIVERSITY,MANHATTAN,40.732491,-73.989428
NEW SCHOOL SOCIAL RSRCH,MANHATTAN,40.732475,-73.989345
NEW YORK UNIVERSITY,MANHATTAN,40.734122,-73.989179
NEW YORK UNIVERSITY,MANHATTAN,40.733801,-73.988407
NEW YORK UNIVERSITY,MANHATTAN,40.731847,-73.991441
"HHLP UNION SQUARE ASSOCIATES, LLC",MANHATTAN,40.733233,-73.989944
NEW YORK UNIVERSITY,MANHATTAN,40.733521,-73.995414
THE NEW SCHOOL,MANHATTAN,40.735879,-73.993335
VILLAGE HOTEL LLC,MANHATTAN,40.732396,-73.99667
ST CLAIRE BUILDRS &,MANHATTAN,40.734495,-73.996128
BRIDGETON WEST 13 FEE LLC,MANHATTAN,40.736024,-73.995829
47 DEVELOPMENT LLC,MANHATTAN,40.736656,-73.995186
VCL 66 CHARLTON CORP.,MANHATTAN,40.727222,-74.00631
SOHO HOTEL LLC,MANHATTAN,40.727581,-74.005488
"2REN, LLC",MANHATTAN,40.724145,-74.008522
FORTUNA REALTY HOTEL SOHO LLC,MANHATTAN,40.726365,-74.009023
LAROC,MANHATTAN,40.731177,-74.007988
150 BARROW STREET LLC,MANHATTAN,40.732077,-74.010374
NEW SCHOOL UNIVERSITY,MANHATTAN,40.73698,-73.998098
SODERMALM TRUST,MANHATTAN,40.736068,-74.004399
JANE 8 LLC,MANHATTAN,40.737814,-74.004518
JANE 8 LLC,MANHATTAN,40.737858,-74.004467
REGENT SPE LLC,MANHATTAN,40.739919,-74.006106
CHAD 396 WEST STREET LLC,MANHATTAN,40.733252,-74.010262
JANE ST. HOSPITALITY LLC,MANHATTAN,40.738154,-74.009025
"GC SHL, LLC",MANHATTAN,40.740624,-74.007719
33 NINTH COMMERCIAL OWNER LLC,MANHATTAN,40.740369,-74.005799
DUANCO INC,MANHATTAN,40.742172,-74.008282
NICK & DUKE,MANHATTAN,40.748988,-74.00694
W27 HIGHLINE OWNER  LLC,MANHATTAN,40.750662,-74.003432
522 W. 38TH ST. NY LLC,MANHATTAN,40.757615,-73.998509
UNAVAILABLE OWNER,MANHATTAN,40.746216,-74.005229
THE HIGHLINE HOTEL LLC,MANHATTAN,40.746216,-74.005229
F I T STUDENT HOUSING CORPORATION,MANHATTAN,40.751672,-73.998141
BOP NW II LLC,MANHATTAN,40.753281,-73.998145
"34-10 DEVELOPMENT, LLC",MANHATTAN,40.754351,-73.998585
CARE REALTY CORP,MANHATTAN,40.755062,-73.998787
36TH STREET PROPERTY INC.,MANHATTAN,40.755438,-73.997217
ORCHARD LODGING LLC,MANHATTAN,40.755616,-73.997592
9TH AVE. HOTEL PROPERTY HOLDING LLC,MANHATTAN,40.75613,-73.994319
317 WEST 14 REALTY LLC,MANHATTAN,40.740185,-74.003529
309309 CORPORATION,MANHATTAN,40.740133,-74.003403
MARKET CORNER REALTYASSOCIATES,MANHATTAN,40.741802,-74.003244
WORTH CAPITAL HOLDINGS 52 LLC,MANHATTAN,40.742233,-74.002494
THE NEW SCHOOL,MANHATTAN,40.743597,-74.000281
300 WEST 22 REALTY LLC,MANHATTAN,40.744443,-73.999116
WEST 22ND ST. LLC,MANHATTAN,40.744956,-73.999769
UNISYS CHELSEA LLC,MANHATTAN,40.749273,-73.99625
PR 341 WEST 30 LLC,MANHATTAN,40.750215,-73.996521
CYMO TRADING CORP,MANHATTAN,40.749767,-73.99524
"325 WEST 33RD LLC, A DELAWARE LIMITED LI ABILITY CO",MANHATTAN,40.751916,-73.994857
THE HOLY SPIRIT ASSOCIATION FOR THE UNIF ICATION OF,MANHATTAN,40.752295,-73.993402
"EROS MANAGEMENT & REALTY, LLC",MANHATTAN,40.75342,-73.994294
"BEWELL35, LLC",MANHATTAN,40.753248,-73.993886
LRR HOLDINGS LLC,MANHATTAN,40.753824,-73.993362
330 WEST 36TH ST HTLCP,MANHATTAN,40.753909,-73.993564
NY 36TH STREET V LLC,MANHATTAN,40.75398,-73.993723
BARRYDALE SM LLC,MANHATTAN,40.754011,-73.993756
RS 308 WEST 40 LLC,MANHATTAN,40.753978,-73.993673
RONBET EIGHTH AVENUE LLC,MANHATTAN,40.753626,-73.992431
"AL DUWALIYA HOSPITALITY COMPANY, INC.",MANHATTAN,40.754367,-73.992752
SNRP WEST 37 LLC,MANHATTAN,40.754488,-73.993037
"CWI TIMES SQUARE HOTEL, LLC",MANHATTAN,40.754332,-73.992622
QUADRUM 38 LLC,MANHATTAN,40.755325,-73.993066
W38 BOUTIQUE INN LLC,MANHATTAN,40.755169,-73.992702
IMDN HOLDING LLC,MANHATTAN,40.755097,-73.991363
338 WEST 39TH STREET LLC,MANHATTAN,40.755827,-73.99238
LOPM 39 DE LLC,MANHATTAN,40.755932,-73.992626
"HCIN DUO THREE ASSOCIATES, LLC",MANHATTAN,40.755877,-73.992453
"HCIN DUO TWO ASSOCIATES, LLC",MANHATTAN,40.75586,-73.992413
"HCIN DUO ONE ASSOCIATES, LLC",MANHATTAN,40.755825,-73.99233
SM ASCOTT LLC,MANHATTAN,40.755602,-73.991803
YAD LLC,MANHATTAN,40.755553,-73.99168
UNAVAILABLE OWNER,MANHATTAN,40.756209,-73.991359
TIMES SQUARE HOSPITALITY FEE I LLC,MANHATTAN,40.756343,-73.991684
TIMES SQUARE HOSPITALITY FEE II LLC,MANHATTAN,40.756379,-73.991767
340-344 REALTY LLC,MANHATTAN,40.756412,-73.991846
GOULD HOTEL ON WEST 40TH STREET LLC,MANHATTAN,40.756481,-73.992009
NYHK FIONA LLC,MANHATTAN,40.756516,-73.992088
245 REALTY L.L.C. C/O,MANHATTAN,40.742834,-73.998427
202-4 WEST 23 ST CORP,MANHATTAN,40.744305,-73.996157
CHELSEA HOTEL OWNER LLC,MANHATTAN,40.744407,-73.996402
DORMITORY AUTHORITYNYS,MANHATTAN,40.746896,-73.994489
FIT STAFF HOUSING COINC,MANHATTAN,40.747124,-73.995023
F.I.T. STUDENT HOUSING CORPORATION,MANHATTAN,40.747195,-73.995193
BRISAM MANAGEMENT (DE) LLC,MANHATTAN,40.748301,-73.993987
370 8TH AVENUE GROUP LLC,MANHATTAN,40.748765,-73.995947
34TH STREET PENN ASSOCIATION LLC,MANHATTAN,40.751985,-73.99093
HHH.USA. INC.,MANHATTAN,40.752119,-73.991204
MANHATTAN BROADWAY PROPERTY CORP,MANHATTAN,40.754315,-73.99067
PORT 40TH PARKING CORP,MANHATTAN,40.755369,-73.989374
"618 EIGHT AVENUE, LLC",MANHATTAN,40.755852,-73.990785
"127 WEST 23RD OWNER, LLC",MANHATTAN,40.74335,-73.993833
"HCIN CHELSEA GRAND EAST ASSOCIATES, LLC",MANHATTAN,40.743808,-73.992912
NY 24TH STREET VI LLC,MANHATTAN,40.74408,-73.993558
LAM GEN 25 LLC,MANHATTAN,40.744461,-73.992544
CHELSEA 24TH STREET LLC,MANHATTAN,40.743858,-73.992984
CHELSEA GRAND WEST LLC,MANHATTAN,40.744871,-73.993515
"FASHION 26TH STREET, LLC",MANHATTAN,40.745422,-73.992905
THE BOWERY LEASEHOLD CONDOMINIUM,MANHATTAN,40.744596,-73.992818
CWI OP LP,MANHATTAN,40.745175,-73.992277
27 STREET EQUITIES LLC,MANHATTAN,40.745867,-73.99205
LMS 297 LLC,MANHATTAN,40.746468,-73.993912
"GOLDEN TOWN REALTY,",MANHATTAN,40.74635,-73.991274
28TH STEET PROPERTIES LLC,MANHATTAN,40.746484,-73.991598
140 WEST 28 OWNER LLC,MANHATTAN,40.746553,-73.991761
FORTUNA REALTY LLC,MANHATTAN,40.746449,-73.991465
WE CARE TRADING CO INC,MANHATTAN,40.746413,-73.991382
HAN'S 28 HOSPITALITY LLC,MANHATTAN,40.746396,-73.991342
LSG 105 WEST 28TH LLC,MANHATTAN,40.746259,-73.991017
815 NY LENDER LLC,MANHATTAN,40.746237,-73.990736
BRISAM WEST 29 LLC,MANHATTAN,40.747036,-73.990988
UNAVAILABLE OWNER,MANHATTAN,40.746805,-73.989974
COURTYARD NEW YORK MANHATTAN CHELSEA 313 1Y,MANHATTAN,40.747752,-73.990728
"HCIN HERALD SQUARE ASSOCIATES, LLC",MANHATTAN,40.748208,-73.98992
CYH MANHATTAN LLC,MANHATTAN,40.748806,-73.992204
"401 HOTEL REIT,",MANHATTAN,40.749794,-73.991486
485 SEVENTH AVE ASSOC LLC,MANHATTAN,40.752465,-73.989544
MG HOTEL SPE LLC,MANHATTAN,40.75303,-73.985732
GRANITE PARK LLC,MANHATTAN,40.753313,-73.98636
JS CHELSEA LLC,MANHATTAN,40.738566,-73.993793
FORTUNA 37 WEST 24TH STREET LLC,MANHATTAN,40.742823,-73.990538
23 WEST 24TH STREET OWNER LLC,MANHATTAN,40.742696,-73.990242
BMF HOTEL CORP,MANHATTAN,40.743333,-73.989885
1141 REALTYOWNER  LLC,MANHATTAN,40.74391,-73.989
10 WEST 27TH STREET CORP,MANHATTAN,40.74431,-73.988924
SENTON HOTEL WEST CORP,MANHATTAN,40.744821,-73.989527
HADDAD NOMAD LLC,MANHATTAN,40.744821,-73.988805
RP1185 LLC,MANHATTAN,40.745474,-73.989148
RP1185 LLC,MANHATTAN,40.7454,-73.988719
COSMIC REALTY PARTNERS LLC,MANHATTAN,40.744821,-73.987207
LGF ENTERPRISES,MANHATTAN,40.745608,-73.988661
32-34 WEST 29TH STREET REALTY LLC,MANHATTAN,40.746149,-73.988877
DEVLI PROPERTIES INC,MANHATTAN,40.746223,-73.989054
YJL BROADWAY HOTEL LLC,MANHATTAN,40.746635,-73.988491
WDSA 5TH AVENUE LLC,MANHATTAN,40.746286,-73.986142
WOLCOTT HOTEL CO,MANHATTAN,40.746712,-73.986383
BLUE 31ST STREET NYC LLC,MANHATTAN,40.747123,-73.987361
1234 BROADWAY LLC,MANHATTAN,40.747074,-73.988386
LIFE HOTEL ONE LLC,MANHATTAN,40.746956,-73.986917
6 WEST 32ND STREET LLC,MANHATTAN,40.747381,-73.986051
MARTINQUE HTL AFFILIATES,MANHATTAN,40.7484,-73.988144
STANFORD NEW YORK LLC              D/B/A  HOTEL STANFORD,MANHATTAN,40.747686,-73.98673
17 W 32 ST OWNER LLC,MANHATTAN,40.747466,-73.98621
MEADOW REAL ESTATE FUND III LP CO MEADOW  PARTNERS,MANHATTAN,40.749717,-73.985567
MERCY COLLEGE,MANHATTAN,40.750316,-73.987379
ATLANTIC 960 CORP,MANHATTAN,40.750486,-73.987256
"GARDEN 35TH STREET, LLC",MANHATTAN,40.749986,-73.986159
59 WEST 35TH STREET LLC,MANHATTAN,40.74992,-73.986004
45 WEST HOTEL LIMITED PARTNERSHIP,MANHATTAN,40.749766,-73.985636
EXECUTIVE LE SOLEIL NEW YORK LLC,MANHATTAN,40.750494,-73.985473
48 WEST 36TH STREET PROPERTY OWNER LLC,MANHATTAN,40.750571,-73.985661
BLUE 36TH STREET NYC LLC,MANHATTAN,40.750604,-73.985736
"HOSPITALITY FINANCE COMPANY ONE, LLC",MANHATTAN,40.750667,-73.985884
4 WEST 37TH STREET LLC,MANHATTAN,40.750559,-73.983708
PACIFIC FIFTH AVENUE CORPORATION,MANHATTAN,40.750038,-73.983409
PACIFIC FIFTH AVENUE CORPORATION,MANHATTAN,40.750038,-73.983409
ASHFORD NEW YORK LP,MANHATTAN,40.751114,-73.985025
54M 33W37 LLC,MANHATTAN,40.750864,-73.98439
KSNY ENTERPRISES LTD.,MANHATTAN,40.750826,-73.984296
NY 29 WEST LLC,MANHATTAN,40.750746,-73.984112
HKONY WEST 37 LLC,MANHATTAN,40.75065,-73.983881
ONBOARD HOSPITALITY LLC,MANHATTAN,40.751473,-73.983964
1020 HOTEL CORP C/0 BELVEDERE HOTEL,MANHATTAN,40.752404,-73.985866
63 WEST 38TH STREET DEVELOPMENT LLC,MANHATTAN,40.751773,-73.984628
MANHATTAN LW HOTEL ASSOCIATES L.P.,MANHATTAN,40.751597,-73.984213
FORTUNA FIFTH AVE LLC,MANHATTAN,40.751424,-73.983798
26 WEST 39TH LLC,MANHATTAN,40.751344,-73.983614
H HOTEL LLC,MANHATTAN,40.75233,-73.984076
PHILIPS BRYANT PARK LLC,MANHATTAN,40.753046,-73.983859
PTH 40 ASSOCIATES LLC,MANHATTAN,40.752505,-73.982574
NY UNIVERSITY,MANHATTAN,40.736139,-73.991044
CHOLLA 893 LLC,MANHATTAN,40.738865,-73.98986
BLACK SLATE F 2013 LLC,MANHATTAN,40.740909,-73.987947
EAST 27 HOTEL LLC,MANHATTAN,40.743843,-73.987196
MAVE HOTEL INVESTORS LLC,MANHATTAN,40.743487,-73.986088
"88 MADISON HOTEL FEE OWNER, LLC",MANHATTAN,40.744269,-73.985518
"TGA II, LLC",MANHATTAN,40.743805,-73.983739
"88 MADISON HOTEL FEE OWNER, LLC",MANHATTAN,40.744722,-73.985489
"29 EAST 29TH STREET NY OWNER, LLC",MANHATTAN,40.745111,-73.984503
16-18 EAST 30TH STREET LLC,MANHATTAN,40.745512,-73.985449
444 PARK AVENUE SOUTH ASSOCIATES LLC,MANHATTAN,40.744705,-73.983082
ROGERS WILLIAMS,MANHATTAN,40.745693,-73.984453
LE MARQUIS ASSOCIATES,MANHATTAN,40.746083,-73.984897
"LEMARQUIS ASSOCIATES,",MANHATTAN,40.746212,-73.985203
"AYYA HOTEL, LLC",MANHATTAN,40.746206,-73.985142
"FIRST WOOSTER, LLC",MANHATTAN,40.746324,-73.98355
PINNACLE TOWER REALTY LLC,MANHATTAN,40.746335,-73.983579
16 EAST 32 CORP.,MANHATTAN,40.746786,-73.984651
35 EAST 32ND REALTY LLC,MANHATTAN,40.746327,-73.983514
YESHIVA UNIVERSITY,MANHATTAN,40.7476,-73.982586
UNAVAILABLE OWNER,MANHATTAN,40.746895,-73.982944
"FANTASIA 373 HOTEL US, LLC",MANHATTAN,40.749193,-73.984001
237 MADISON LLC,MANHATTAN,40.749878,-73.981406
KITANO ARMS CORP,MANHATTAN,40.749461,-73.979619
"JOLLY HOTELS U.S.A., INC.",MANHATTAN,40.750002,-73.981315
